ID,weight_BEFORE_bronze,weight_AFTER_gold,freight_BEFORE_bronze,freight_AFTER_gold,vendor_BEFORE_bronze,vendor_AFTER_gold,delay_days,is_delayed,delay_probability,risk_category
82849,306,306.0,4030.02,4030.02,SCMS from RDC,SCMS from RDC,-8,0,0.094,LOW
82850,1,1.0,792.62,792.62,SCMS from RDC,SCMS from RDC,-50,0,0.144,LOW
82851,550,550.0,2794.67,2794.67,SCMS from RDC,SCMS from RDC,6,1,0.19,LOW
82854,146,146.0,5254.09,5254.09,SCMS from RDC,SCMS from RDC,-16,0,0.134,LOW
82855,2715,2715.0,7403.18,7403.18,SCMS from RDC,SCMS from RDC,-7,0,0.161,LOW
82856,Weight Captured Separately,1047.0,Invoiced Separately,,SCMS from RDC,SCMS from RDC,-8,0,0.018,LOW
82857,379,379.0,1945.66,1945.66,SCMS from RDC,SCMS from RDC,-9,0,0.154,LOW
82858,164,164.0,2976.56,2976.56,SCMS from RDC,SCMS from RDC,-41,0,0.148,LOW
82859,679,679.0,3302.14,3302.14,SCMS from RDC,SCMS from RDC,-19,0,0.178,LOW
82860,"See DN-1659 (ID#:82859)",1047.0,"See DN-1659 (ID#:82859)",,SCMS from RDC,SCMS from RDC,-19,0,0.177,LOW
82861,746,746.0,6036.96,6036.96,SCMS from RDC,SCMS from RDC,-7,0,0.18,LOW
82862,914,914.0,4519.97,4519.97,SCMS from RDC,SCMS from RDC,-6,0,0.153,LOW
82863,5350,5350.0,4519.97,4519.97,SCMS from RDC,SCMS from RDC,1,1,0.183,LOW
82864,1804,1804.0,6321.99,6321.99,SCMS from RDC,SCMS from RDC,2,1,0.148,LOW
82865,6,6.0,484.56,484.56,SCMS from RDC,SCMS from RDC,-17,0,0.092,LOW
82866,11982,11982.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-19,0,0.077,LOW
82867,9,9.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-19,0,0.143,LOW
82868,62,62.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-19,0,0.067,LOW
82869,95,95.0,3549.77,3549.77,SCMS from RDC,SCMS from RDC,-12,0,0.13,LOW
82870,24,24.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,0,0,0.069,LOW
82871,3,3.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-20,0,0.099,LOW
82872,120,120.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-19,0,0.117,LOW
82873,1807,1807.0,21347.2,21347.2,SCMS from RDC,SCMS from RDC,-4,0,0.148,LOW
82874,5285,5285.0,11065,11065.0,SCMS from RDC,SCMS from RDC,-7,0,0.281,LOW
82875,675,675.0,1702.91,1702.91,SCMS from RDC,SCMS from RDC,-5,0,0.17,LOW
82876,10,10.0,1865.86,1865.86,SCMS from RDC,SCMS from RDC,-48,0,0.104,LOW
82877,861,861.0,7383.9,7383.9,SCMS from RDC,SCMS from RDC,-44,0,0.172,LOW
82878,563,563.0,1524.56,1524.56,SCMS from RDC,SCMS from RDC,-44,0,0.163,LOW
82879,"See DN-1766 (ID#:82878)",1047.0,"See DN-1766 (ID#:82878)",,SCMS from RDC,SCMS from RDC,-44,0,0.183,LOW
82880,142,142.0,9736.1,9736.1,SCMS from RDC,SCMS from RDC,48,1,0.294,LOW
82881,1288,1288.0,9736.1,9736.1,SCMS from RDC,SCMS from RDC,-13,0,0.128,LOW
82882,263,263.0,2458.26,2458.26,SCMS from RDC,SCMS from RDC,-30,0,0.122,LOW
82883,107,107.0,9736.1,9736.1,SCMS from RDC,SCMS from RDC,-13,0,0.106,LOW
82884,798,798.0,2941.11,2941.11,SCMS from RDC,SCMS from RDC,-11,0,0.044,LOW
82885,4660,4660.0,9736.1,9736.1,SCMS from RDC,SCMS from RDC,-13,0,0.132,LOW
82886,538,538.0,2195.9,2195.9,SCMS from RDC,SCMS from RDC,-6,0,0.209,LOW
82887,499,499.0,5783.6,5783.6,SCMS from RDC,SCMS from RDC,-11,0,0.142,LOW
82888,400,400.0,961.46,961.46,SCMS from RDC,SCMS from RDC,-14,0,0.134,LOW
82889,390,390.0,6438.38,6438.38,SCMS from RDC,SCMS from RDC,-21,0,0.146,LOW
82890,3609,3609.0,32479.84,32479.84,SCMS from RDC,SCMS from RDC,0,0,0.162,LOW
82891,690,690.0,5410.32,5410.32,SCMS from RDC,SCMS from RDC,-8,0,0.149,LOW
82892,77,77.0,961.46,961.46,SCMS from RDC,SCMS from RDC,-20,0,0.192,LOW
82893,9402,9402.0,33266.37,33266.37,SCMS from RDC,SCMS from RDC,-12,0,0.09,LOW
82894,"See DN-1871 (ID#:82328)",1047.0,"See DN-1871 (ID#:82328)",,SCMS from RDC,SCMS from RDC,-12,0,0.196,LOW
82895,1632,1632.0,5121.68,5121.68,SCMS from RDC,SCMS from RDC,-7,0,0.19,LOW
82896,733,733.0,5121.68,5121.68,SCMS from RDC,SCMS from RDC,-4,0,0.175,LOW
82897,514,514.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.127,LOW
82898,142,142.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.158,LOW
82899,165,165.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.134,LOW
82900,6,6.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.148,LOW
82901,2,2.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.117,LOW
82902,653,653.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.185,LOW
82903,419,419.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.172,LOW
82904,90,90.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.07,LOW
82905,7,7.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-17,0,0.108,LOW
82906,7268,7268.0,13243.91,13243.91,SCMS from RDC,SCMS from RDC,-8,0,0.131,LOW
82907,341,341.0,114.22,114.22,SCMS from RDC,SCMS from RDC,-69,0,0.181,LOW
82908,7225,7225.0,69748.5,69748.5,SCMS from RDC,SCMS from RDC,13,1,0.191,LOW
82909,"See DN-1964 (ID#:82908)",1047.0,"See DN-1964 (ID#:82908)",,SCMS from RDC,SCMS from RDC,13,1,0.198,LOW
82910,6991,6991.0,12648.36,12648.36,SCMS from RDC,SCMS from RDC,0,0,0.108,LOW
82911,1726,1726.0,17450.76,17450.76,SCMS from RDC,SCMS from RDC,-2,0,0.144,LOW
82912,2098,2098.0,10620,10620.0,SCMS from RDC,SCMS from RDC,-7,0,0.143,LOW
82914,20269,20269.0,132890.27,132890.27,SCMS from RDC,SCMS from RDC,-32,0,0.178,LOW
82915,693,693.0,2997.97,2997.97,SCMS from RDC,SCMS from RDC,-56,0,0.206,LOW
82916,"See DN-2011 (ID#:82350)",1047.0,"See DN-2011 (ID#:82350)",,SCMS from RDC,SCMS from RDC,-5,0,0.196,LOW
82917,8085,8085.0,78061.3,78061.3,SCMS from RDC,SCMS from RDC,7,1,0.422,MEDIUM
82918,411,411.0,3380.86,3380.86,SCMS from RDC,SCMS from RDC,-65,0,0.162,LOW
82919,18105,18105.0,16594.87,16594.87,SCMS from RDC,SCMS from RDC,4,1,0.409,MEDIUM
82920,7397,7397.0,28022.17,28022.17,SCMS from RDC,SCMS from RDC,0,0,0.209,LOW
82921,18057,18057.0,16868.38,16868.38,SCMS from RDC,SCMS from RDC,4,1,0.285,LOW
82922,11468,11468.0,7816.45,7816.45,SCMS from RDC,SCMS from RDC,26,1,0.507,MEDIUM
82923,2181,2181.0,20264.93,20264.93,SCMS from RDC,SCMS from RDC,-8,0,0.11,LOW
82924,101,101.0,20264.93,20264.93,SCMS from RDC,SCMS from RDC,-8,0,0.151,LOW
82925,6291,6291.0,20265,20265.0,SCMS from RDC,SCMS from RDC,-9,0,0.116,LOW
82926,342,342.0,1419.84,1419.84,SCMS from RDC,SCMS from RDC,-11,0,0.161,LOW
82927,1161,1161.0,7826.75,7826.75,SCMS from RDC,SCMS from RDC,22,1,0.229,LOW
82928,5090,5090.0,35284.86,35284.86,SCMS from RDC,SCMS from RDC,-25,0,0.259,LOW
82929,950,950.0,1842.95,1842.95,SCMS from RDC,SCMS from RDC,1,1,0.156,LOW
82931,"See DN-2090 (ID#:82366)",1047.0,"See DN-2090 (ID#:82366)",,SCMS from RDC,SCMS from RDC,-6,0,0.109,LOW
82932,"See DN-2090 (ID#:82366)",1047.0,"See DN-2090 (ID#:82366)",,SCMS from RDC,SCMS from RDC,-6,0,0.144,LOW
82933,3629,3629.0,8758.37,8758.37,SCMS from RDC,SCMS from RDC,22,1,0.202,LOW
82934,671,671.0,8758.36,8758.36,SCMS from RDC,SCMS from RDC,6,1,0.2,LOW
82935,"See DN-2108 (ID#:82368)",1047.0,"See DN-2108 (ID#:82368)",,SCMS from RDC,SCMS from RDC,22,1,0.177,LOW
82936,4447,4447.0,17711.71,17711.71,SCMS from RDC,SCMS from RDC,6,1,0.341,MEDIUM
82937,830,830.0,6555.75,6555.75,SCMS from RDC,SCMS from RDC,-14,0,0.282,LOW
82938,1098,1098.0,3567.53,3567.53,SCMS from RDC,SCMS from RDC,-1,0,0.206,LOW
82941,2565,2565.0,4471.07,4471.07,SCMS from RDC,SCMS from RDC,5,1,0.289,LOW
82942,5357,5357.0,7765.18,7765.18,SCMS from RDC,SCMS from RDC,-14,0,0.169,LOW
82943,724,724.0,4520.04,4520.04,SCMS from RDC,SCMS from RDC,-5,0,0.194,LOW
82944,"See DN-2153 (ID#:82374)",1047.0,"See DN-2153 (ID#:82374)",,SCMS from RDC,SCMS from RDC,51,1,0.169,LOW
82945,76,76.0,12601.07,12601.07,SCMS from RDC,SCMS from RDC,-41,0,0.097,LOW
82946,687,687.0,3403.99,3403.99,SCMS from RDC,SCMS from RDC,46,1,0.231,LOW
82947,577,577.0,2143.5,2143.5,SCMS from RDC,SCMS from RDC,8,1,0.255,LOW
82948,"See DN-2200 (ID#:82947)",1047.0,"See DN-2200 (ID#:82947)",,SCMS from RDC,SCMS from RDC,8,1,0.452,MEDIUM
82949,1671,1671.0,5346.74,5346.74,SCMS from RDC,SCMS from RDC,13,1,0.311,MEDIUM
82950,10589,10589.0,15608.15,15608.15,SCMS from RDC,SCMS from RDC,15,1,0.367,MEDIUM
82951,3175,3175.0,13398.04,13398.04,SCMS from RDC,SCMS from RDC,14,1,0.164,LOW
82952,4114,4114.0,13398.06,13398.06,SCMS from RDC,SCMS from RDC,21,1,0.185,LOW
82953,169,169.0,13398.06,13398.06,SCMS from RDC,SCMS from RDC,21,1,0.207,LOW
82954,7682,7682.0,28541.79,28541.79,SCMS from RDC,SCMS from RDC,-4,0,0.102,LOW
82955,161,161.0,5491.01,5491.01,SCMS from RDC,SCMS from RDC,-6,0,0.142,LOW
82956,140,140.0,2503.33,2503.33,SCMS from RDC,SCMS from RDC,-4,0,0.17,LOW
82958,3274,3274.0,21881.71,21881.71,SCMS from RDC,SCMS from RDC,11,1,0.181,LOW
82959,1055,1055.0,11490.2,11490.2,SCMS from RDC,SCMS from RDC,-21,0,0.178,LOW
82960,34813,34813.0,14716.83,14716.83,SCMS from RDC,SCMS from RDC,1,1,0.356,MEDIUM
82961,7190,7190.0,13398.06,13398.06,SCMS from RDC,SCMS from RDC,6,1,0.059,LOW
82962,523,523.0,3949.19,3949.19,SCMS from RDC,SCMS from RDC,-17,0,0.191,LOW
82964,2757,2757.0,18317.11,18317.11,SCMS from RDC,SCMS from RDC,-53,0,0.252,LOW
82965,4235,4235.0,29352.17,29352.17,SCMS from RDC,SCMS from RDC,2,1,0.188,LOW
82966,10847,10847.0,15973.89,15973.89,SCMS from RDC,SCMS from RDC,-17,0,0.336,MEDIUM
82967,4988,4988.0,7960.74,7960.74,SCMS from RDC,SCMS from RDC,15,1,0.297,LOW
82968,10030,10030.0,96669.4,96669.4,SCMS from RDC,SCMS from RDC,23,1,0.224,LOW
82969,"See DN-2310 (ID#:82968)",1047.0,"See DN-2310 (ID#:82968)",,SCMS from RDC,SCMS from RDC,23,1,0.2,LOW
82970,2157,2157.0,2166.21,2166.21,SCMS from RDC,SCMS from RDC,34,1,0.311,MEDIUM
82971,6,6.0,909.15,909.15,SCMS from RDC,SCMS from RDC,-7,0,0.101,LOW
82972,"See DN-2318 (ID#:82971)",1047.0,"See DN-2318 (ID#:82971)",,SCMS from RDC,SCMS from RDC,-7,0,0.249,LOW
82973,21879,21879.0,8647.16,8647.16,SCMS from RDC,SCMS from RDC,-31,0,0.216,LOW
82974,8045,8045.0,13511.49,13511.49,SCMS from RDC,SCMS from RDC,0,0,0.211,LOW
82975,5406,5406.0,7664.01,7664.01,SCMS from RDC,SCMS from RDC,0,0,0.319,MEDIUM
82976,20230,20230.0,79938.08,79938.08,SCMS from RDC,SCMS from RDC,19,1,0.45,MEDIUM
82977,5154,5154.0,12956.94,12956.94,SCMS from RDC,SCMS from RDC,7,1,0.276,LOW
82978,877,877.0,9178.48,9178.48,SCMS from RDC,SCMS from RDC,-65,0,0.176,LOW
82979,"See DN-2348 (ID#:82402)",1047.0,"See DN-2348 (ID#:82402)",,SCMS from RDC,SCMS from RDC,-15,0,0.171,LOW
82980,107,107.0,18495.9,18495.9,SCMS from RDC,SCMS from RDC,-36,0,0.103,LOW
82981,9629,9629.0,21326.73,21326.73,SCMS from RDC,SCMS from RDC,-20,0,0.079,LOW
82984,257,257.0,320.43,320.43,SCMS from RDC,SCMS from RDC,-4,0,0.138,LOW
82985,"See DN-2392 (ID#:82413)",1047.0,"See DN-2392 (ID#:82413)",,SCMS from RDC,SCMS from RDC,0,0,0.219,LOW
82986,5598,5598.0,11154.87,11154.87,SCMS from RDC,SCMS from RDC,0,0,0.219,LOW
82987,904,904.0,573.43,573.43,SCMS from RDC,SCMS from RDC,14,1,0.249,LOW
82988,172,172.0,3296.34,3296.34,SCMS from RDC,SCMS from RDC,-11,0,0.136,LOW
82989,2244,2244.0,3296.34,3296.34,SCMS from RDC,SCMS from RDC,-20,0,0.166,LOW
82990,30,30.0,1309.03,1309.03,SCMS from RDC,SCMS from RDC,-13,0,0.097,LOW
82991,46,46.0,1274.98,1274.98,SCMS from RDC,SCMS from RDC,-3,0,0.092,LOW
82992,1021,1021.0,5216.63,5216.63,SCMS from RDC,SCMS from RDC,-21,0,0.23,LOW
82993,8578,8578.0,5216.63,5216.63,SCMS from RDC,SCMS from RDC,2,1,0.213,LOW
82994,8,8.0,10891.66,10891.66,SCMS from RDC,SCMS from RDC,-12,0,0.271,LOW
82995,"See DN-2461 (ID#:82994)",1047.0,"See DN-2461 (ID#:82994)",,SCMS from RDC,SCMS from RDC,-12,0,0.166,LOW
82996,"See DN-2461 (ID#:82994)",1047.0,"See DN-2461 (ID#:82994)",,SCMS from RDC,SCMS from RDC,-12,0,0.252,LOW
82997,1645,1645.0,Freight Included in Commodity Cost,,SCMS from RDC,SCMS from RDC,-10,0,0.089,LOW
82998,5727,5727.0,14325.71,14325.71,SCMS from RDC,SCMS from RDC,-144,0,0.216,LOW
82999,28,28.0,456.17,456.17,SCMS from RDC,SCMS from RDC,-31,0,0.12,LOW
83000,"See DN-2493 (ID#:82432)",1047.0,"See DN-2493 (ID#:82432)",,SCMS from RDC,SCMS from RDC,-31,0,0.137,LOW
83001,"See DN-2496 (ID#:82434)",1047.0,"See DN-2496 (ID#:82434)",,SCMS from RDC,SCMS from RDC,-31,0,0.17,LOW
83002,Weight Captured Separately,1047.0,Invoiced Separately,,SCMS from RDC,SCMS from RDC,-31,0,0.137,LOW
83003,"See DN-2498 (ID#:83002)",1047.0,"See DN-2498 (ID#:83002)",,SCMS from RDC,SCMS from RDC,-31,0,0.136,LOW
83004,Weight Captured Separately,1047.0,Invoiced Separately,,SCMS from RDC,SCMS from RDC,-31,0,0.176,LOW
83005,"See DN-2500 (ID#:82436)",1047.0,"See DN-2500 (ID#:82436)",,SCMS from RDC,SCMS from RDC,4,1,0.193,LOW
83007,171,171.0,2522.76,2522.76,SCMS from RDC,SCMS from RDC,-55,0,0.202,LOW
83008,"See DN-2506 (ID#:82439)",1047.0,"See DN-2506 (ID#:82439)",,SCMS from RDC,SCMS from RDC,-2,0,0.185,LOW
83009,27345,27345.0,20994.62,20994.62,SCMS from RDC,SCMS from RDC,-22,0,0.327,MEDIUM
83010,"See DN-2518 (ID#:83009)",1047.0,"See DN-2518 (ID#:83009)",,SCMS from RDC,SCMS from RDC,-22,0,0.209,LOW
83011,9635,9635.0,95269.39,95269.39,SCMS from RDC,SCMS from RDC,10,1,0.382,MEDIUM
83012,1437,1437.0,1698.83,1698.83,SCMS from RDC,SCMS from RDC,-18,0,0.233,LOW
83013,3508,3508.0,1698.83,1698.83,SCMS from RDC,SCMS from RDC,-11,0,0.233,LOW
83014,932,932.0,1698.83,1698.83,SCMS from RDC,SCMS from RDC,-11,0,0.251,LOW
83015,1487,1487.0,5447.21,5447.21,SCMS from RDC,SCMS from RDC,-32,0,0.177,LOW
83016,11160,11160.0,87294.56,87294.56,SCMS from RDC,SCMS from RDC,-111,0,0.088,LOW
83017,4271,4271.0,3825.8,3825.8,SCMS from RDC,SCMS from RDC,-52,0,0.169,LOW
83018,15160,15160.0,12405.54,12405.54,SCMS from RDC,SCMS from RDC,17,1,0.381,MEDIUM
83019,26760,26760.0,12405.54,12405.54,SCMS from RDC,SCMS from RDC,17,1,0.253,LOW
83020,15032,15032.0,3279.25,3279.25,SCMS from RDC,SCMS from RDC,-19,0,0.12,LOW
83021,5256,5256.0,9506,9506.0,SCMS from RDC,SCMS from RDC,8,1,0.4,MEDIUM
83022,20,20.0,870.96,870.96,SCMS from RDC,SCMS from RDC,-19,0,0.12,LOW
83023,1421,1421.0,4322.6,4322.6,SCMS from RDC,SCMS from RDC,-37,0,0.178,LOW
83024,28088,28088.0,19652.22,19652.22,SCMS from RDC,SCMS from RDC,3,1,0.367,MEDIUM
83026,119,119.0,3159.12,3159.12,SCMS from RDC,SCMS from RDC,-5,0,0.092,LOW
83027,649,649.0,1191.02,1191.02,SCMS from RDC,SCMS from RDC,-5,0,0.124,LOW
83028,6949,6949.0,27441.22,27441.22,SCMS from RDC,SCMS from RDC,-20,0,0.132,LOW
83029,709,709.0,761.91,761.91,SCMS from RDC,SCMS from RDC,0,0,0.159,LOW
83030,85,85.0,1857.04,1857.04,SCMS from RDC,SCMS from RDC,-12,0,0.118,LOW
83031,"See DN-2655 (ID#:82474)",1047.0,"See DN-2655 (ID#:82474)",,SCMS from RDC,SCMS from RDC,-6,0,0.199,LOW
83032,14314,14314.0,15219.72,15219.72,SCMS from RDC,SCMS from RDC,-18,0,0.223,LOW
83033,"See DN-2656 (ID#:83032)",1047.0,"See DN-2656 (ID#:83032)",,SCMS from RDC,SCMS from RDC,-18,0,0.206,LOW
83034,"See DN-2656 (ID#:83032)",1047.0,"See DN-2656 (ID#:83032)",,SCMS from RDC,SCMS from RDC,-18,0,0.222,LOW
83037,4539,4539.0,4496.13,4496.13,SCMS from RDC,SCMS from RDC,-38,0,0.322,MEDIUM
83038,2501,2501.0,18520.22,18520.22,SCMS from RDC,SCMS from RDC,-22,0,0.172,LOW
83039,2939,2939.0,17665.42,17665.42,SCMS from RDC,SCMS from RDC,-70,0,0.215,LOW
83040,274,274.0,2371.06,2371.06,SCMS from RDC,SCMS from RDC,0,0,0.144,LOW
83041,6944,6944.0,17090,17090.0,SCMS from RDC,SCMS from RDC,-31,0,0.178,LOW
83042,69,69.0,1366.67,1366.67,SCMS from RDC,SCMS from RDC,-46,0,0.107,LOW
83043,6990,6990.0,5530.11,5530.11,SCMS from RDC,SCMS from RDC,-167,0,0.225,LOW
83044,"See DN-2695 (ID#:83043)",1047.0,"See DN-2695 (ID#:83043)",,SCMS from RDC,SCMS from RDC,-167,0,0.203,LOW
83045,895,895.0,6061.4,6061.4,SCMS from RDC,SCMS from RDC,0,0,0.163,LOW
83046,"See DN-2697 (ID#:83045)",1047.0,"See DN-2697 (ID#:83045)",,SCMS from RDC,SCMS from RDC,0,0,0.192,LOW
83047,Weight Captured Separately,1047.0,Invoiced Separately,,SCMS from RDC,SCMS from RDC,-33,0,0.225,LOW
83048,1340,1340.0,17090,17090.0,SCMS from RDC,SCMS from RDC,-60,0,0.123,LOW
83049,14964,14964.0,17090,17090.0,SCMS from RDC,SCMS from RDC,-60,0,0.073,LOW
83050,137,137.0,1834.79,1834.79,SCMS from RDC,SCMS from RDC,-7,0,0.121,LOW
83051,10687,10687.0,21347.12,21347.12,SCMS from RDC,SCMS from RDC,6,1,0.186,LOW
83052,7351,7351.0,21347.12,21347.12,SCMS from RDC,SCMS from RDC,0,0,0.07,LOW
83053,13437,13437.0,21347.12,21347.12,SCMS from RDC,SCMS from RDC,-24,0,0.111,LOW
83054,"See DN-2729 (ID#:82487)",1047.0,"See DN-2729 (ID#:82487)",,SCMS from RDC,SCMS from RDC,-24,0,0.146,LOW
83055,187,187.0,2109.22,2109.22,SCMS from RDC,SCMS from RDC,-69,0,0.158,LOW
83056,816,816.0,7964.24,7964.24,SCMS from RDC,SCMS from RDC,0,0,0.158,LOW
83057,1403,1403.0,9800,9800.0,SCMS from RDC,SCMS from RDC,0,0,0.165,LOW
83059,225,225.0,1482.7,1482.7,SCMS from RDC,SCMS from RDC,0,0,0.036,LOW
83060,37944,37944.0,16532.5,16532.5,SCMS from RDC,SCMS from RDC,-9,0,0.079,LOW
83061,8996,8996.0,43098.9,43098.9,SCMS from RDC,SCMS from RDC,0,0,0.148,LOW
83062,1199,1199.0,7070,7070.0,SCMS from RDC,SCMS from RDC,0,0,0.151,LOW
83063,4883,4883.0,16898.58,16898.58,SCMS from RDC,SCMS from RDC,-19,0,0.239,LOW
83064,4809,4809.0,18461.23,18461.23,SCMS from RDC,SCMS from RDC,-6,0,0.157,LOW
83065,880,880.0,13841.89,13841.89,SCMS from RDC,SCMS from RDC,-8,0,0.137,LOW
83066,5641,5641.0,2175.07,2175.07,SCMS from RDC,SCMS from RDC,0,0,0.188,LOW
83067,38,38.0,4718.3,4718.3,SCMS from RDC,SCMS from RDC,-34,0,0.112,LOW
83068,3637,3637.0,25634.47,25634.47,SCMS from RDC,SCMS from RDC,0,0,0.175,LOW
83069,5897,5897.0,18461.22,18461.22,SCMS from RDC,SCMS from RDC,-17,0,0.145,LOW
83070,13193,13193.0,18461.22,18461.22,SCMS from RDC,SCMS from RDC,-27,0,0.045,LOW
83071,"See DN-2832 (ID#:82505)",1047.0,"See DN-2832 (ID#:82505)",,SCMS from RDC,SCMS from RDC,-10,0,0.252,LOW
83072,8709,8709.0,7317.47,7317.47,SCMS from RDC,SCMS from RDC,-17,0,0.171,LOW
83073,"See DN-2833 (ID#:82506)",1047.0,"See DN-2833 (ID#:82506)",,SCMS from RDC,SCMS from RDC,-18,0,0.169,LOW
83074,"See DN-2837 (ID#:82507)",1047.0,"See DN-2837 (ID#:82507)",,SCMS from RDC,SCMS from RDC,-69,0,0.206,LOW
83075,1207,1207.0,7238,7238.0,SCMS from RDC,SCMS from RDC,1,1,0.279,LOW
83076,2078,2078.0,15761.76,15761.76,SCMS from RDC,SCMS from RDC,-4,0,0.212,LOW
83077,2881,2881.0,5825.17,5825.17,SCMS from RDC,SCMS from RDC,-1,0,0.156,LOW
83078,4444,4444.0,26081.05,26081.05,SCMS from RDC,SCMS from RDC,-15,0,0.103,LOW
83079,1800,1800.0,12500.58,12500.58,SCMS from RDC,SCMS from RDC,7,1,0.196,LOW
83080,3991,3991.0,13380.52,13380.52,SCMS from RDC,SCMS from RDC,0,0,0.143,LOW
83081,"See DN-2858 (ID#:82511)",1047.0,"See DN-2858 (ID#:82511)",,SCMS from RDC,SCMS from RDC,-23,0,0.194,LOW
83082,1199,1199.0,7918,7918.0,SCMS from RDC,SCMS from RDC,0,0,0.156,LOW
83083,775,775.0,3855.94,3855.94,SCMS from RDC,SCMS from RDC,-21,0,0.203,LOW
83084,"See DN-2873 (ID#:82515)",1047.0,"See DN-2873 (ID#:82515)",,SCMS from RDC,SCMS from RDC,-3,0,0.181,LOW
83085,"See DN-2885 (ID#:82518)",1047.0,"See DN-2885 (ID#:82518)",,SCMS from RDC,SCMS from RDC,-1,0,0.099,LOW
83086,"See DN-2886 (ID#:82519)",1047.0,"See DN-2886 (ID#:82519)",,SCMS from RDC,SCMS from RDC,-7,0,0.108,LOW
83087,"See DN-2886 (ID#:82519)",1047.0,"See DN-2886 (ID#:82519)",,SCMS from RDC,SCMS from RDC,-7,0,0.129,LOW
83088,3943,3943.0,67732.55,67732.55,SCMS from RDC,SCMS from RDC,-21,0,0.077,LOW
83089,1875,1875.0,6933.75,6933.75,SCMS from RDC,SCMS from RDC,0,0,0.235,LOW
83090,16,16.0,839.7,839.7,SCMS from RDC,SCMS from RDC,-16,0,0.156,LOW
83091,5466,5466.0,19079.68,19079.68,SCMS from RDC,SCMS from RDC,-19,0,0.215,LOW
83092,768,768.0,5213.54,5213.54,SCMS from RDC,SCMS from RDC,-9,0,0.211,LOW
83093,"See DN-2932 (ID#:83091)",1047.0,"See DN-2932 (ID#:83091)",,SCMS from RDC,SCMS from RDC,-19,0,0.223,LOW
83094,3809,3809.0,39513.54,39513.54,SCMS from RDC,SCMS from RDC,-19,0,0.17,LOW
83095,"See DN-2942 (ID#:82530)",1047.0,"See DN-2942 (ID#:82530)",,SCMS from RDC,SCMS from RDC,-3,0,0.21,LOW
83096,"See DN-2946 (ID#:82531)",1047.0,"See DN-2946 (ID#:82531)",,SCMS from RDC,SCMS from RDC,0,0,0.203,LOW
83097,2705,2705.0,9879.25,9879.25,SCMS from RDC,SCMS from RDC,-18,0,0.233,LOW
83098,10698,10698.0,20994.85,20994.85,SCMS from RDC,SCMS from RDC,0,0,0.154,LOW
83099,354,354.0,3026.62,3026.62,SCMS from RDC,SCMS from RDC,-63,0,0.158,LOW
83100,350,350.0,2266,2266.0,SCMS from RDC,SCMS from RDC,-368,0,0.192,LOW
83101,"See DN-2952 (ID#:82537)",1047.0,"See DN-2952 (ID#:82537)",,SCMS from RDC,SCMS from RDC,0,0,0.154,LOW
83102,"See DN-2981 (ID#:82538)",1047.0,"See DN-2981 (ID#:82538)",,SCMS from RDC,SCMS from RDC,0,0,0.169,LOW
83103,25666,25666.0,7733.77,7733.77,SCMS from RDC,SCMS from RDC,0,0,0.199,LOW
83107,3591,3591.0,7733.77,7733.77,SCMS from RDC,SCMS from RDC,-10,0,0.217,LOW
83108,112,112.0,9687.69,9687.69,SCMS from RDC,SCMS from RDC,143,1,0.289,LOW
83109,941,941.0,3980.18,3980.18,SCMS from RDC,SCMS from RDC,-11,0,0.223,LOW
83110,760,760.0,4880.14,4880.14,SCMS from RDC,SCMS from RDC,-6,0,0.145,LOW
83111,2732,2732.0,10680.14,10680.14,SCMS from RDC,SCMS from RDC,-27,0,0.259,LOW
83112,1887,1887.0,12736.25,12736.25,SCMS from RDC,SCMS from RDC,-11,0,0.167,LOW
83113,"See DN-3028 (ID#:82548)",1047.0,"See DN-3028 (ID#:82548)",,SCMS from RDC,SCMS from RDC,-22,0,0.113,LOW
83114,18,18.0,1100,1100.0,SCMS from RDC,SCMS from RDC,-7,0,0.035,LOW
83115,116,116.0,2035.84,2035.84,SCMS from RDC,SCMS from RDC,-17,0,0.137,LOW
83116,107,107.0,1779.74,1779.74,SCMS from RDC,SCMS from RDC,-40,0,0.144,LOW
83117,"See DN-3015 (ID#:82554)",1047.0,"See DN-3015 (ID#:82554)",,SCMS from RDC,SCMS from RDC,-26,0,0.186,LOW
